3-gram	*/*	3/*	4/*	5/*	6/*	7/*	8/*	9/*	3/1:3	4/1:3	4/2:4	5/1:3	5/2:4	5/3:5	6/1:3	6/2:4	6/3:5	6/4:6	7/1:3	7/2:4	7/3:5	7/4:6	7/5:7	8/1:3	8/2:4	8/3:5	8/4:6	8/5:7	8/6:8	9/1:3	9/2:4	9/3:5	9/4:6	9/5:7	9/6:8	9/7:9	*/1:3	*/2:4	*/3:5	*/4:6	*/5:7	*/6:8	*/7:9	*/8:10	*/9:11	*/-9:-7	*/-8:-6	*/-7:-5	*/-6:-4	*/-5:-3	*/-4:-2	*/-3:-1
ABK	225036	0	0	0	116778	0	108258	0	0	0	0	0	0	0	0	116778	0	0	0	0	0	0	0	108258	0	0	0	0	0	0	0	0	0	0	0	0	108258	116778	0	0	0	0	0	0	0	0	108258	0	0	116778	0	0
WUM	224733	0	224733	0	0	0	0	0	0	0	224733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224733	0	0	0	0	0	0	0	0	0	0	0	0	0	224733
BRS	224719	224719	0	0	0	0	0	0	224719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224719
WDM	224064	224064	0	0	0	0	0	0	224064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224064
GMC	223794	223794	0	0	0	0	0	0	223794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223794
DZI	223779	0	0	0	0	0	223779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119534	0	104245	0	0	0	0	0	0	0	0	0	0	119534	0	104245	0	0	0	0	0	0	0	119534	0	104245	0
PRN	223591	223591	0	0	0	0	0	0	223591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223591
RUU	223562	0	0	119640	0	0	0	103922	0	0	0	0	119640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103922	0	0	119640	0	0	0	103922	0	0	0	0	0	0	0	0	223562	0
SIW	223394	0	0	0	100503	122891	0	0	0	0	0	0	0	0	100503	0	0	0	0	0	122891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100503	0	122891	0	0	0	0	0	0	0	0	0	100503	122891	0	0
PNC	223296	223296	0	0	0	0	0	0	223296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223296
CXI	223238	104056	119182	0	0	0	0	0	104056	119182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223238	0	0	0	0	0	0	0	0	0	0	0	0	0	119182	104056
PGO	223231	0	0	0	0	223231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223231	0	0	0	0	0	0	0	0	0	0	223231	0	0
YAA	223207	0	0	0	223207	0	0	0	0	0	0	0	0	0	223207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223207	0	0	0	0	0	0	0	0	0	0	0	223207	0	0	0
VAO	223110	0	0	223110	0	0	0	0	0	0	0	0	0	223110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223110	0	0	0	0	0	0	0	0	0	0	0	0	223110
FDG	222982	222982	0	0	0	0	0	0	222982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222982
PTP	222969	108837	114132	0	0	0	0	0	108837	0	114132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108837	114132	0	0	0	0	0	0	0	0	0	0	0	0	0	222969
RLL	222453	112221	0	110232	0	0	0	0	112221	0	0	0	0	110232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112221	0	110232	0	0	0	0	0	0	0	0	0	0	0	0	222453
XUE	222342	222342	0	0	0	0	0	0	222342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222342
SLP	222169	222169	0	0	0	0	0	0	222169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222169
TWY	221849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221849	0	0	0	0	0	0	221849	0	0
YUZ	221832	0	0	221832	0	0	0	0	0	0	0	0	0	221832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221832	0	0	0	0	0	0	0	0	0	0	0	0	221832
OYU	221832	0	0	221832	0	0	0	0	0	0	0	0	221832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221832	0	0	0	0	0	0	0	0	0	0	0	0	221832	0
FYF	221276	0	221276	0	0	0	0	0	0	221276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221276	0	0	0	0	0	0	0	0	0	0	0	0	0	221276	0
IUG	220912	0	108562	0	0	0	112350	0	0	108562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112350	0	0	0	0	0	0	0	0	0	0	108562	0	112350	0	0	0	0	0	0	0	0	0	112350	0	108562	0
YEC	220849	0	0	0	0	0	220849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220849	0	0	0	0	0	0	0	0	0	0	0	0	220849	0	0	0	0	0	0	0	0	0	220849	0	0
NMS	220764	220764	0	0	0	0	0	0	220764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220764
MMF	220702	220702	0	0	0	0	0	0	220702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220702
GNL	220052	0	0	0	0	0	220052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220052	0	0	0	0	0	0	0	0	0	0	0	0	220052	0	0	0	0	0	0	0	0	0	220052	0
DAJ	219984	0	0	0	0	219984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219984	0	0	0	0	0	0	0	0	0	0	219984	0	0
HSB	219756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219756	0	0	0	0	0	0	0	219756	0	0	0
BMT	219537	219537	0	0	0	0	0	0	219537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219537
RLV	219534	0	0	219534	0	0	0	0	0	0	0	0	0	219534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219534	0	0	0	0	0	0	0	0	0	0	0	0	219534
PGP	219497	219497	0	0	0	0	0	0	219497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219497
KBY	219485	0	0	0	219485	0	0	0	0	0	0	0	0	0	0	0	0	219485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219485	0	0	0	0	0	0	0	0	0	0	0	219485
LBM	219146	219146	0	0	0	0	0	0	219146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219146
FTT	217878	0	0	0	0	0	217878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217878	0	0	0	0	0	0	0	0	0	0	0	0	217878	0	0	0	0	0	0	0	0	0	217878	0	0	0	0
NRR	217812	0	0	217812	0	0	0	0	0	0	0	0	217812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217812	0	0	0	0	0	0	0	0	0	0	0	0	217812	0
NPP	217640	217640	0	0	0	0	0	0	217640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217640
FPG	217380	0	217380	0	0	0	0	0	0	217380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217380	0	0	0	0	0	0	0	0	0	0	0	0	0	217380	0
CRH	217077	217077	0	0	0	0	0	0	217077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217077
SDY	216929	0	0	216929	0	0	0	0	0	0	0	0	0	216929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216929	0	0	0	0	0	0	0	0	0	0	0	0	216929
MDU	216740	0	0	0	0	0	216740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216740	0	0	0	0	0	0	0	0	0	0	0	0	216740	0	0	0	0	0	0	0	0	0	216740	0	0	0	0
EOY	216733	0	0	216733	0	0	0	0	0	0	0	216733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216733	0	0	0	0	0	0	0	0	0	0	0	0	216733	0	0
SDH	216330	216330	0	0	0	0	0	0	216330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216330
GBS	216242	216242	0	0	0	0	0	0	216242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216242
TJE	215817	0	0	0	0	0	215817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111013	104804	0	0	0	0	0	0	0	0	0	0	0	111013	104804	0	0	0	0	0	0	0	0	111013	104804	0	0
ETJ	215817	0	0	0	0	0	215817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111013	104804	0	0	0	0	0	0	0	0	0	0	0	111013	104804	0	0	0	0	0	0	0	0	111013	104804	0	0	0
UDV	215757	0	0	215757	0	0	0	0	0	0	0	0	0	215757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215757	0	0	0	0	0	0	0	0	0	0	0	0	215757
GOH	215429	215429	0	0	0	0	0	0	215429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215429
EZB	214998	0	0	0	0	0	0	214998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214998	0	0	0	0	0	0	214998	0	0	0	0	0	0	0	0	214998	0	0	0	0	0
ZBO	214998	0	0	0	0	0	0	214998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214998	0	0	0	0	0	0	214998	0	0	0	0	0	0	0	0	214998	0	0	0	0
JAA	214877	0	214877	0	0	0	0	0	0	214877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214877	0	0	0	0	0	0	0	0	0	0	0	0	0	214877	0
OUY	214846	0	0	0	214846	0	0	0	0	0	0	0	0	0	0	0	214846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214846	0	0	0	0	0	0	0	0	0	0	0	214846	0
MTC	214605	214605	0	0	0	0	0	0	214605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214605
NCP	214511	214511	0	0	0	0	0	0	214511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214511
SLS	214336	214336	0	0	0	0	0	0	214336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214336
GVH	214179	0	214179	0	0	0	0	0	0	214179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214179	0	0	0	0	0	0	0	0	0	0	0	0	0	214179	0
PRZ	214146	0	0	104118	0	0	0	0	0	0	0	104118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214146	0	0	0	0	0	0	0	0	0	0	0	0	104118	0	0
SVC	214038	214038	0	0	0	0	0	0	214038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214038
HTP	213881	107901	0	0	0	0	0	0	107901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107901	0	0	105980	0	0	0	0	0	0	0	105980	0	0	0	107901
OGF	213693	0	0	0	0	213693	0	0	0	0	0	0	0	0	0	0	0	0	0	213693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213693	0	0	0	0	0	0	0	0	0	0	213693	0	0	0
CFP	213621	213621	0	0	0	0	0	0	213621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213621
WDH	213557	0	0	0	0	0	0	213557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213557	0	0	0	0	0	0	213557	0	0	0	0	0	0	0	0	213557	0	0	0
OFC	213490	213490	0	0	0	0	0	0	213490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213490
TWP	213457	213457	0	0	0	0	0	0	213457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213457
LHR	213436	0	213436	0	0	0	0	0	0	213436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213436	0	0	0	0	0	0	0	0	0	0	0	0	0	213436	0
TXT	213129	213129	0	0	0	0	0	0	213129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213129
WMS	213051	213051	0	0	0	0	0	0	213051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213051
DDD	212927	212927	0	0	0	0	0	0	212927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212927
ZSA	212921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212921	0	0	0	0	0	0	0	212921	0	0	0	0
IZS	212921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212921	0	0	0	0	0	0	0	212921	0	0	0	0	0
EFN	212739	0	0	0	212739	0	0	0	0	0	0	0	0	0	0	212739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212739	0	0	0	0	0	0	0	0	0	0	0	212739	0	0
RZK	212547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212547	0	0	0	0	0	0	212547	0	0	0
MNR	212294	212294	0	0	0	0	0	0	212294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212294
YOA	211791	0	0	0	0	0	211791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211791	0	0	0	0	0	0	0	0	0	0	0	0	211791	0	0	0	0	0	0	0	0	0	211791	0	0
WNM	211547	0	0	0	0	0	0	107083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107083	0	0	0	0	0	0	107083	104464	0	0	0	0	0	0	104464	107083	0	0	0	0
CGL	211529	103481	0	0	0	108048	0	0	103481	0	0	0	0	0	0	0	0	0	0	108048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103481	108048	0	0	0	0	0	0	0	0	0	0	108048	0	0	103481
TGL	211529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211529	0	0	0	0	0	0	211529	0	0	0	0	0
PSR	211486	211486	0	0	0	0	0	0	211486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211486
ZGI	211334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211334	0	0	0	0	0	0	0	211334	0	0	0	0
VCC	211048	211048	0	0	0	0	0	0	211048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211048
XYH	210980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIY	210901	0	0	110686	100215	0	0	0	0	0	0	110686	0	0	0	100215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110686	100215	0	0	0	0	0	0	0	0	0	0	0	210901	0	0
TMV	210895	210895	0	0	0	0	0	0	210895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210895
FGF	210885	210885	0	0	0	0	0	0	210885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210885
ZMI	210689	0	0	210689	0	0	0	0	0	0	0	0	210689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210689	0	0	0	0	0	0	0	0	0	0	0	0	210689	0
NUH	210631	104448	0	0	0	106183	0	0	104448	0	0	0	0	0	0	0	0	0	0	0	106183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104448	0	106183	0	0	0	0	0	0	0	0	0	0	106183	0	104448
AFH	210282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210282	0	0	0	0	0	0	102995	107287	0	0	0	0	0
FMD	210126	210126	0	0	0	0	0	0	210126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210126
SVS	209902	0	0	0	209902	0	0	0	0	0	0	0	0	0	209902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209902	0	0	0	0	0	0	0	0	0	0	0	209902	0	0	0
VST	209902	0	0	0	209902	0	0	0	0	0	0	0	0	0	0	209902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209902	0	0	0	0	0	0	0	0	0	0	0	209902	0	0
QTL	209902	209902	0	0	0	0	0	0	209902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209902
NLP	209893	209893	0	0	0	0	0	0	209893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209893
DMF	209592	209592	0	0	0	0	0	0	209592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209592
HLV	209351	209351	0	0	0	0	0	0	209351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209351
ELJ	208966	0	0	0	208966	0	0	0	0	0	0	0	0	0	0	208966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208966	0	0	0	0	0	0	0	0	0	0	0	208966	0	0
UGC	208740	208740	0	0	0	0	0	0	208740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208740
YIP	208559	208559	0	0	0	0	0	0	208559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208559
RGV	208198	0	0	0	208198	0	0	0	0	0	0	0	0	0	208198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208198	0	0	0	0	0	0	0	0	0	0	0	208198	0	0	0
IXB	208189	0	0	208189	0	0	0	0	0	0	0	0	208189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208189	0	0	0	0	0	0	0	0	0	0	0	0	208189	0
XBY	208189	0	0	208189	0	0	0	0	0	0	0	0	0	208189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208189	0	0	0	0	0	0	0	0	0	0	0	0	208189
MBT	208167	0	0	0	0	208167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208167	0	0	0	0	0	0	0	0	0	0	208167	0	0
BZH	208154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208154	0	0	0	0	0	0	0	208154	0	0	0	0	0
OBZ	208154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208154	0	0	0	0	0	0	0	208154	0	0	0	0	0	0
PMC	208056	208056	0	0	0	0	0	0	208056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208056
DAX	207852	207852	0	0	0	0	0	0	207852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207852
GDU	207663	0	0	0	0	207663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207663	0	0	0	0	0	0	0	0	0	0	207663
BSS	207661	207661	0	0	0	0	0	0	207661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207661
BPE	207498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207498	0	0	0	0	0	0	0	0	0	0	0	0	0
AZN	207338	0	0	0	207338	0	0	0	0	0	0	0	0	0	0	0	207338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207338	0	0	0	0	0	0	0	0	0	0	0	207338	0
IDH	207253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101267	105986	0	0	0	0	0	0	207253	0	0	0	0
TFT	207123	207123	0	0	0	0	0	0	207123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207123
YIC	207081	0	0	0	207081	0	0	0	0	0	0	0	0	0	0	0	207081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207081	0	0	0	0	0	0	0	0	0	0	0	207081	0
ITP	206784	206784	0	0	0	0	0	0	206784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206784
LTC	206520	206520	0	0	0	0	0	0	206520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206520
MLC	206425	206425	0	0	0	0	0	0	206425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206425
DTT	206332	206332	0	0	0	0	0	0	206332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206332
YLD	206153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206153	0	0	0	0	0	0	0	206153	0	0	0
IVS	206136	206136	0	0	0	0	0	0	206136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206136
APJ	206123	206123	0	0	0	0	0	0	206123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206123
