9-gram	*/*	9/*	9/1:9	*/1:9	*/2:10	*/3:11	*/4:12	*/5:13	*/6:14	*/7:15	*/8:16	*/9:17	*/-9:-1
RINATIONS	180002	0	0	0	0	0	0	0	180002	0	0	0	180002
PEREGRINA	180002	0	0	180002	0	0	0	0	0	0	0	0	0
COXSACKIE	179983	179983	179983	179983	0	0	0	0	0	0	0	0	179983
ANDELBROT	179974	0	0	0	179974	0	0	0	0	0	0	0	179974
MANDELBRO	179974	0	0	179974	0	0	0	0	0	0	0	0	0
LOBENGULA	179972	179972	179972	179972	0	0	0	0	0	0	0	0	179972
MULTIPOLE	179944	179944	179944	179944	0	0	0	0	0	0	0	0	179944
SULFOXIDE	179922	179922	179922	179922	0	0	0	0	0	0	0	0	179922
UNCOUNTAB	179911	0	0	179911	0	0	0	0	0	0	0	0	0
NCOUNTABL	179911	0	0	0	179911	0	0	0	0	0	0	0	0
OPTOMETRY	179887	179887	179887	179887	0	0	0	0	0	0	0	0	179887
MMITTEEMA	179866	0	0	0	0	179866	0	0	0	0	0	0	0
MITTEEMAN	179866	0	0	0	0	0	179866	0	0	0	0	0	179866
PLENTEOUS	179842	179842	179842	179842	0	0	0	0	0	0	0	0	179842
ACKBOARDS	179829	0	0	0	0	179829	0	0	0	0	0	0	179829
DANGERFIE	179800	0	0	179800	0	0	0	0	0	0	0	0	0
NGERFIELD	179800	0	0	0	0	179800	0	0	0	0	0	0	179800
ANGERFIEL	179800	0	0	0	179800	0	0	0	0	0	0	0	0
ORTHEASTW	179796	0	0	0	179796	0	0	0	0	0	0	0	0
RTHEASTWA	179796	0	0	0	0	179796	0	0	0	0	0	0	0
BURKHARDT	179786	179786	179786	179786	0	0	0	0	0	0	0	0	179786
EETLIGHTS	179779	0	0	0	0	0	179779	0	0	0	0	0	179779
IMBRICATE	179767	0	0	179767	0	0	0	0	0	0	0	0	0
MBRICATED	179767	0	0	0	179767	0	0	0	0	0	0	0	179767
INTERDENT	179747	0	0	179747	0	0	0	0	0	0	0	0	0
TERDENTAL	179747	0	0	0	0	179747	0	0	0	0	0	0	179747
NTERDENTA	179747	0	0	0	179747	0	0	0	0	0	0	0	0
REVECOEUR	179745	0	0	0	179745	0	0	0	0	0	0	0	179745
CREVECOEU	179745	0	0	179745	0	0	0	0	0	0	0	0	0
VAINGLORI	179713	0	0	179713	0	0	0	0	0	0	0	0	0
AINGLORIO	179713	0	0	0	179713	0	0	0	0	0	0	0	0
ENLANDERS	179697	0	0	0	0	0	179697	0	0	0	0	0	179697
REENLANDE	179697	0	0	0	179697	0	0	0	0	0	0	0	0
EENLANDER	179697	0	0	0	0	179697	0	0	0	0	0	0	0
ODEGENERA	179693	0	0	0	0	0	0	179693	0	0	0	0	0
NEURODEGE	179693	0	0	179693	0	0	0	0	0	0	0	0	0
URODEGENE	179693	0	0	0	0	179693	0	0	0	0	0	0	0
EURODEGEN	179693	0	0	0	179693	0	0	0	0	0	0	0	0
RODEGENER	179693	0	0	0	0	0	179693	0	0	0	0	0	0
THOGRAPHE	179688	0	0	0	0	179688	0	0	0	0	0	0	0
HOGRAPHED	179688	0	0	0	0	0	179688	0	0	0	0	0	179688
RMENTATIV	179662	0	0	0	0	179662	0	0	0	0	0	0	0
VERFISHIN	179656	0	0	0	179656	0	0	0	0	0	0	0	0
OVERFISHI	179656	0	0	179656	0	0	0	0	0	0	0	0	0
ERFISHING	179656	0	0	0	0	179656	0	0	0	0	0	0	179656
AQUARIUMS	179636	179636	179636	179636	0	0	0	0	0	0	0	0	179636
DISPOSALS	179635	179635	179635	179635	0	0	0	0	0	0	0	0	179635
SARCOLEMM	179622	0	0	179622	0	0	0	0	0	0	0	0	0
ARCOLEMMA	179622	0	0	0	179622	0	0	0	0	0	0	0	179622
GUANIDINE	179597	179597	179597	179597	0	0	0	0	0	0	0	0	179597
RETINOIDS	179593	179593	179593	179593	0	0	0	0	0	0	0	0	179593
DILLINGER	179575	179575	179575	179575	0	0	0	0	0	0	0	0	179575
SPINOTHAL	179516	0	0	179516	0	0	0	0	0	0	0	0	0
INOTHALAM	179516	0	0	0	0	179516	0	0	0	0	0	0	0
PINOTHALA	179516	0	0	0	179516	0	0	0	0	0	0	0	0
NOTHALAMI	179516	0	0	0	0	0	179516	0	0	0	0	0	0
LOINCLOTH	179513	179513	179513	179513	0	0	0	0	0	0	0	0	179513
RATTLEBOR	179512	0	0	0	179512	0	0	0	0	0	0	0	0
ATTLEBORO	179512	0	0	0	0	179512	0	0	0	0	0	0	179512
NIGHTDRES	179512	0	0	179512	0	0	0	0	0	0	0	0	0
BRATTLEBO	179512	0	0	179512	0	0	0	0	0	0	0	0	0
IGHTDRESS	179512	0	0	0	179512	0	0	0	0	0	0	0	179512
POSSIBLES	179505	179505	179505	179505	0	0	0	0	0	0	0	0	179505
AFFIANCED	179498	179498	179498	179498	0	0	0	0	0	0	0	0	179498
SEMIOLOGY	179493	179493	179493	179493	0	0	0	0	0	0	0	0	179493
URSTENBER	179447	0	0	0	179447	0	0	0	0	0	0	0	0
RSTENBERG	179447	0	0	0	0	179447	0	0	0	0	0	0	179447
FURSTENBE	179447	0	0	179447	0	0	0	0	0	0	0	0	0
VAINGLORY	179420	179420	179420	179420	0	0	0	0	0	0	0	0	179420
SSIFIABLE	179399	0	0	0	0	0	179399	0	0	0	0	0	179399
LASSIFIAB	179399	0	0	0	179399	0	0	0	0	0	0	0	0
ASSIFIABL	179399	0	0	0	0	179399	0	0	0	0	0	0	0
CLASSIFIA	179399	0	0	179399	0	0	0	0	0	0	0	0	0
RELIGIOSA	179392	179392	179392	179392	0	0	0	0	0	0	0	0	179392
DIVULGING	179373	179373	179373	179373	0	0	0	0	0	0	0	0	179373
STONISHES	179343	0	0	0	179343	0	0	0	0	0	0	0	179343
MILLIPORE	179283	179283	179283	179283	0	0	0	0	0	0	0	0	179283
EDAGOGUES	179269	0	0	0	179269	0	0	0	0	0	0	0	179269
RINDERPES	179259	0	0	179259	0	0	0	0	0	0	0	0	0
INDERPEST	179259	0	0	0	179259	0	0	0	0	0	0	0	179259
INFESTING	179255	179255	179255	179255	0	0	0	0	0	0	0	0	179255
THURINGIE	179246	0	0	179246	0	0	0	0	0	0	0	0	0
HURINGIEN	179246	0	0	0	179246	0	0	0	0	0	0	0	0
INGIENSIS	179246	0	0	0	0	0	0	179246	0	0	0	0	179246
URINGIENS	179246	0	0	0	0	179246	0	0	0	0	0	0	0
RINGIENSI	179246	0	0	0	0	0	179246	0	0	0	0	0	0
NAMEPLATE	179233	179233	179233	179233	0	0	0	0	0	0	0	0	179233
PETRUCHIO	179231	179231	179231	179231	0	0	0	0	0	0	0	0	179231
BENAVIDES	179212	179212	179212	179212	0	0	0	0	0	0	0	0	179212
PPERPLATE	179203	0	0	0	0	179203	0	0	0	0	0	0	179203
COPPERPLA	179203	0	0	179203	0	0	0	0	0	0	0	0	0
OPPERPLAT	179203	0	0	0	179203	0	0	0	0	0	0	0	0
RBISHMENT	179189	0	0	0	0	0	0	179189	0	0	0	0	179189
EFURBISHM	179189	0	0	0	179189	0	0	0	0	0	0	0	0
URBISHMEN	179189	0	0	0	0	0	179189	0	0	0	0	0	0
FURBISHME	179189	0	0	0	0	179189	0	0	0	0	0	0	0
TIMBERLAN	179158	0	0	179158	0	0	0	0	0	0	0	0	0
IMBERLAND	179158	0	0	0	179158	0	0	0	0	0	0	0	179158
DERSURFAC	179145	0	0	0	0	179145	0	0	0	0	0	0	0
UNDERSURF	179145	0	0	179145	0	0	0	0	0	0	0	0	0
NDERSURFA	179145	0	0	0	179145	0	0	0	0	0	0	0	0
ERSURFACE	179145	0	0	0	0	0	179145	0	0	0	0	0	179145
OVERWRITT	179141	0	0	179141	0	0	0	0	0	0	0	0	0
VERWRITTE	179141	0	0	0	179141	0	0	0	0	0	0	0	0
MAGSAYSAY	179120	179120	179120	179120	0	0	0	0	0	0	0	0	179120
URNEYINGS	179086	0	0	0	0	179086	0	0	0	0	0	0	179086
BRAINLESS	179079	179079	179079	179079	0	0	0	0	0	0	0	0	179079
TERNALISE	179048	0	0	0	0	179048	0	0	0	0	0	0	0
ERNALISED	179048	0	0	0	0	0	179048	0	0	0	0	0	179048
LINEFELTE	179039	0	0	0	179039	0	0	0	0	0	0	0	0
KLINEFELT	179039	0	0	179039	0	0	0	0	0	0	0	0	0
INEFELTER	179039	0	0	0	0	179039	0	0	0	0	0	0	179039
MPUDENTLY	179033	0	0	0	179033	0	0	0	0	0	0	0	179033
IMPUDENTL	179033	0	0	179033	0	0	0	0	0	0	0	0	0
SIGNORINA	179031	179031	179031	179031	0	0	0	0	0	0	0	0	179031
NONCUSTOD	179027	0	0	179027	0	0	0	0	0	0	0	0	0
NCUSTODIA	179027	0	0	0	0	179027	0	0	0	0	0	0	0
ONCUSTODI	179027	0	0	0	179027	0	0	0	0	0	0	0	0
NCOPHONES	179025	0	0	0	0	0	179025	0	0	0	0	0	179025
MONOFILAM	179020	0	0	179020	0	0	0	0	0	0	0	0	0
NOFILAMEN	179020	0	0	0	0	179020	0	0	0	0	0	0	0
ONOFILAME	179020	0	0	0	179020	0	0	0	0	0	0	0	0
CULARISTS	178991	0	0	0	0	178991	0	0	0	0	0	0	178991
RISTIANIS	178974	0	0	0	0	178974	0	0	0	0	0	0	0
STIANISME	178974	0	0	0	0	0	0	178974	0	0	0	0	178974
ISTIANISM	178974	0	0	0	0	0	178974	0	0	0	0	0	0
ETHOLOGIC	178953	0	0	178953	0	0	0	0	0	0	0	0	0
DERCLOTHE	178920	0	0	0	0	178920	0	0	0	0	0	0	0
ERCLOTHES	178920	0	0	0	0	0	178920	0	0	0	0	0	178920
TAZOLAMID	178905	0	0	0	0	0	178905	0	0	0	0	0	0
CETAZOLAM	178905	0	0	0	178905	0	0	0	0	0	0	0	0
ETAZOLAMI	178905	0	0	0	0	178905	0	0	0	0	0	0	0
ACETAZOLA	178905	0	0	178905	0	0	0	0	0	0	0	0	0
AZOLAMIDE	178905	0	0	0	0	0	0	178905	0	0	0	0	178905
MARVELLIN	178899	0	0	178899	0	0	0	0	0	0	0	0	0
ARVELLING	178899	0	0	0	178899	0	0	0	0	0	0	0	178899
SEPULVEDA	178851	178851	178851	178851	0	0	0	0	0	0	0	0	178851
OCIODEMOG	178823	0	0	0	178823	0	0	0	0	0	0	0	0
IODEMOGRA	178823	0	0	0	0	0	178823	0	0	0	0	0	0
SOCIODEMO	178823	0	0	178823	0	0	0	0	0	0	0	0	0
CIODEMOGR	178823	0	0	0	0	178823	0	0	0	0	0	0	0
ODEMOGRAP	178823	0	0	0	0	0	0	178823	0	0	0	0	0
SCALATORS	178821	0	0	0	178821	0	0	0	0	0	0	0	178821
MYSTERIUM	178809	178809	178809	178809	0	0	0	0	0	0	0	0	178809
PETRARCHA	178801	0	0	178801	0	0	0	0	0	0	0	0	0
ETRARCHAN	178801	0	0	0	178801	0	0	0	0	0	0	0	178801
SASSANIAN	178798	178798	178798	178798	0	0	0	0	0	0	0	0	178798
ONORRHEAL	178786	0	0	0	178786	0	0	0	0	0	0	0	178786
STRATIVES	178780	0	0	0	0	0	0	0	178780	0	0	0	178780
HOPAEDICS	178776	0	0	0	0	0	178776	0	0	0	0	0	178776
TRASONICS	178764	0	0	0	0	178764	0	0	0	0	0	0	178764
NONVOTING	178739	178739	178739	178739	0	0	0	0	0	0	0	0	178739
UNTIFULLY	178711	0	0	0	0	178711	0	0	0	0	0	0	178711
OUNTIFULL	178711	0	0	0	178711	0	0	0	0	0	0	0	0
ISOCYANAT	178673	0	0	178673	0	0	0	0	0	0	0	0	0
SOCYANATE	178673	0	0	0	178673	0	0	0	0	0	0	0	178673
CENTROSOM	178668	0	0	178668	0	0	0	0	0	0	0	0	0
ENTROSOME	178668	0	0	0	178668	0	0	0	0	0	0	0	178668
CAGLIOSTR	178646	0	0	178646	0	0	0	0	0	0	0	0	0
AGLIOSTRO	178646	0	0	0	178646	0	0	0	0	0	0	0	178646
LLIMANITE	178588	0	0	0	0	178588	0	0	0	0	0	0	178588
ILLIMANIT	178588	0	0	0	178588	0	0	0	0	0	0	0	0
SILLIMANI	178588	0	0	178588	0	0	0	0	0	0	0	0	0
YLVANIANS	178582	0	0	0	0	0	0	0	178582	0	0	0	178582
FACTICITY	178524	178524	178524	178524	0	0	0	0	0	0	0	0	178524
PTUROUSLY	178503	0	0	0	0	178503	0	0	0	0	0	0	178503
APTUROUSL	178503	0	0	0	178503	0	0	0	0	0	0	0	0
HETERODYN	178485	0	0	178485	0	0	0	0	0	0	0	0	0
ETERODYNE	178485	0	0	0	178485	0	0	0	0	0	0	0	178485
PITALISED	178472	0	0	0	0	178472	0	0	0	0	0	0	178472
BSCISSION	178468	0	0	0	178468	0	0	0	0	0	0	0	178468
ABSCISSIO	178468	0	0	178468	0	0	0	0	0	0	0	0	0
HYPOXANTH	178456	0	0	178456	0	0	0	0	0	0	0	0	0
YPOXANTHI	178456	0	0	0	178456	0	0	0	0	0	0	0	0
POXANTHIN	178456	0	0	0	0	178456	0	0	0	0	0	0	0
OXANTHINE	178456	0	0	0	0	0	178456	0	0	0	0	0	178456
ADAVEROUS	178425	0	0	0	178425	0	0	0	0	0	0	0	178425
CADAVEROU	178425	0	0	178425	0	0	0	0	0	0	0	0	0
OEDEMATOU	178417	0	0	178417	0	0	0	0	0	0	0	0	0
GIONALIST	178371	0	0	0	0	178371	0	0	0	0	0	0	178371
JUVENATIN	178344	0	0	0	0	178344	0	0	0	0	0	0	0
UVENATING	178344	0	0	0	0	0	178344	0	0	0	0	0	178344
ERCATIONS	178316	0	0	0	0	0	178316	0	0	0	0	0	178316
ISORIENTI	178312	0	0	0	178312	0	0	0	0	0	0	0	0
SORIENTIN	178312	0	0	0	0	178312	0	0	0	0	0	0	0
ETICULATA	178294	0	0	0	178294	0	0	0	0	0	0	0	178294
SIMULACRA	178281	178281	178281	178281	0	0	0	0	0	0	0	0	178281
NAMBITIOU	178220	0	0	0	178220	0	0	0	0	0	0	0	0
UNAMBITIO	178220	0	0	178220	0	0	0	0	0	0	0	0	0
MILIARIZA	178215	0	0	0	0	178215	0	0	0	0	0	0	0
ILIARIZAT	178215	0	0	0	0	0	178215	0	0	0	0	0	0
IARIZATIO	178215	0	0	0	0	0	0	0	178215	0	0	0	0
LIARIZATI	178215	0	0	0	0	0	0	178215	0	0	0	0	0
CONESTOGA	178213	178213	178213	178213	0	0	0	0	0	0	0	0	178213
ZAMBOANGA	178208	178208	178208	178208	0	0	0	0	0	0	0	0	178208
SERVABILI	178188	0	0	0	0	178188	0	0	0	0	0	0	0
BSERVABIL	178188	0	0	0	178188	0	0	0	0	0	0	0	0
RVABILITY	178188	0	0	0	0	0	0	178188	0	0	0	0	178188
OBSERVABI	178188	0	0	178188	0	0	0	0	0	0	0	0	0
ERVABILIT	178188	0	0	0	0	0	178188	0	0	0	0	0	0
GRIZZLIES	178175	178175	178175	178175	0	0	0	0	0	0	0	0	178175
MULTIDRUG	178143	178143	178143	178143	0	0	0	0	0	0	0	0	178143
SHOPSGATE	178116	0	0	0	0	178116	0	0	0	0	0	0	178116
BISHOPSGA	178116	0	0	178116	0	0	0	0	0	0	0	0	0
ISHOPSGAT	178116	0	0	0	178116	0	0	0	0	0	0	0	0
AJNAVALKY	178094	0	0	0	178094	0	0	0	0	0	0	0	0
YAJNAVALK	178094	0	0	178094	0	0	0	0	0	0	0	0	0
JNAVALKYA	178094	0	0	0	0	178094	0	0	0	0	0	0	178094
CAVALIERE	178088	178088	178088	178088	0	0	0	0	0	0	0	0	178088
LARKSVILL	178059	0	0	0	178059	0	0	0	0	0	0	0	0
CLARKSVIL	178059	0	0	178059	0	0	0	0	0	0	0	0	0
ARKSVILLE	178059	0	0	0	0	178059	0	0	0	0	0	0	178059
SCHMITTER	178059	178059	178059	178059	0	0	0	0	0	0	0	0	178059
UMMERFIEL	178058	0	0	0	178058	0	0	0	0	0	0	0	0
SUMMERFIE	178058	0	0	178058	0	0	0	0	0	0	0	0	0
MMERFIELD	178058	0	0	0	0	178058	0	0	0	0	0	0	178058
TOCRATICA	178033	0	0	0	0	0	0	178033	0	0	0	0	0
COCHABAMB	178010	0	0	178010	0	0	0	0	0	0	0	0	0
OCHABAMBA	178010	0	0	0	178010	0	0	0	0	0	0	0	178010
TANCHIONS	178006	0	0	0	178006	0	0	0	0	0	0	0	178006
MPATHIZES	177972	0	0	0	0	177972	0	0	0	0	0	0	177972
MINUTEMAN	177968	177968	177968	177968	0	0	0	0	0	0	0	0	177968
HEADSPACE	177929	177929	177929	177929	0	0	0	0	0	0	0	0	177929
TRINGENTS	177926	0	0	0	0	177926	0	0	0	0	0	0	177926
VIOLENCES	177902	177902	177902	177902	0	0	0	0	0	0	0	0	177902
RECLASSIC	177896	0	0	0	177896	0	0	0	0	0	0	0	177896
PRECLASSI	177896	0	0	177896	0	0	0	0	0	0	0	0	0
RHODAMINE	177882	177882	177882	177882	0	0	0	0	0	0	0	0	177882
AESTHETIZ	177879	0	0	0	0	177879	0	0	0	0	0	0	0
CHICHERIN	177861	177861	177861	177861	0	0	0	0	0	0	0	0	177861
DISTRUSTS	177860	177860	177860	177860	0	0	0	0	0	0	0	0	177860
TARKINGTO	177855	0	0	177855	0	0	0	0	0	0	0	0	0
ARKINGTON	177855	0	0	0	177855	0	0	0	0	0	0	0	177855
TROPOLISE	177836	0	0	0	0	177836	0	0	0	0	0	0	0
ROPOLISES	177836	0	0	0	0	0	177836	0	0	0	0	0	177836
SATURABLE	177819	177819	177819	177819	0	0	0	0	0	0	0	0	177819
AMEBIASIS	177794	177794	177794	177794	0	0	0	0	0	0	0	0	177794
EREGRINUS	177793	0	0	0	177793	0	0	0	0	0	0	0	177793
PEREGRINU	177793	0	0	177793	0	0	0	0	0	0	0	0	0
PLEXIFORM	177786	177786	177786	177786	0	0	0	0	0	0	0	0	177786
GRANDILOQ	177784	0	0	177784	0	0	0	0	0	0	0	0	0
RANDILOQU	177784	0	0	0	177784	0	0	0	0	0	0	0	0
NDILOQUEN	177784	0	0	0	0	0	177784	0	0	0	0	0	0
ANDILOQUE	177784	0	0	0	0	177784	0	0	0	0	0	0	0
DILOQUENT	177784	0	0	0	0	0	0	177784	0	0	0	0	177784
RELIGIONE	177783	177783	177783	177783	0	0	0	0	0	0	0	0	177783
IODINATED	177755	177755	177755	177755	0	0	0	0	0	0	0	0	177755
AITCHISON	177749	177749	177749	177749	0	0	0	0	0	0	0	0	177749
RADIANTLY	177730	177730	177730	177730	0	0	0	0	0	0	0	0	177730
OUCHDOWNS	177719	0	0	0	177719	0	0	0	0	0	0	0	177719
SAXOPHONI	177696	0	0	177696	0	0	0	0	0	0	0	0	0
AXOPHONIS	177696	0	0	0	177696	0	0	0	0	0	0	0	0
XOPHONIST	177696	0	0	0	0	177696	0	0	0	0	0	0	177696
TREBLINKA	177681	177681	177681	177681	0	0	0	0	0	0	0	0	177681
LINGSGATE	177674	0	0	0	0	0	177674	0	0	0	0	0	177674
ILLINGSGA	177674	0	0	0	177674	0	0	0	0	0	0	0	0
LLINGSGAT	177674	0	0	0	0	177674	0	0	0	0	0	0	0
BILLINGSG	177674	0	0	177674	0	0	0	0	0	0	0	0	0
WLADYSLAW	177661	177661	177661	177661	0	0	0	0	0	0	0	0	177661
ORRIENTES	177656	0	0	0	177656	0	0	0	0	0	0	0	177656
LENIENTLY	177656	177656	177656	177656	0	0	0	0	0	0	0	0	177656
CORRIENTE	177656	0	0	177656	0	0	0	0	0	0	0	0	0
SLANDERIN	177651	0	0	177651	0	0	0	0	0	0	0	0	0
DECUSSATI	177559	0	0	177559	0	0	0	0	0	0	0	0	0
ECUSSATIO	177559	0	0	0	177559	0	0	0	0	0	0	0	0
CUSSATION	177559	0	0	0	0	177559	0	0	0	0	0	0	177559
ATURELLES	177548	0	0	0	177548	0	0	0	0	0	0	0	177548
ANTIFASCI	177540	0	0	177540	0	0	0	0	0	0	0	0	0
TIFASCIST	177540	0	0	0	0	177540	0	0	0	0	0	0	177540
NTIFASCIS	177540	0	0	0	177540	0	0	0	0	0	0	0	0
RRYMANDER	177537	0	0	0	0	177537	0	0	0	0	0	0	0
RYMANDERI	177537	0	0	0	0	0	177537	0	0	0	0	0	0
ERRYMANDE	177537	0	0	0	177537	0	0	0	0	0	0	0	0
GERRYMAND	177537	0	0	177537	0	0	0	0	0	0	0	0	0
YMANDERIN	177537	0	0	0	0	0	0	177537	0	0	0	0	0
MANDERING	177537	0	0	0	0	0	0	0	177537	0	0	0	177537
OVERDOING	177530	177530	177530	177530	0	0	0	0	0	0	0	0	177530
NEGOTIABI	177516	0	0	177516	0	0	0	0	0	0	0	0	0
EGOTIABIL	177516	0	0	0	177516	0	0	0	0	0	0	0	0
TIABILITY	177516	0	0	0	0	0	0	177516	0	0	0	0	177516
GOTIABILI	177516	0	0	0	0	177516	0	0	0	0	0	0	0
OTIABILIT	177516	0	0	0	0	0	177516	0	0	0	0	0	0
HRODITISM	177481	0	0	0	0	0	0	0	0	177481	0	0	177481
PHRODITIS	177481	0	0	0	0	0	0	0	177481	0	0	0	0
OPARTNERS	177473	0	0	0	177473	0	0	0	0	0	0	0	0
COPARTNER	177473	0	0	177473	0	0	0	0	0	0	0	0	0
OPHORECTO	177455	0	0	0	177455	0	0	0	0	0	0	0	0
OOPHORECT	177455	0	0	177455	0	0	0	0	0	0	0	0	0
PHORECTOM	177455	0	0	0	0	177455	0	0	0	0	0	0	0
HORECTOMY	177455	0	0	0	0	0	177455	0	0	0	0	0	177455
KRETSCHME	177428	0	0	177428	0	0	0	0	0	0	0	0	0
RETSCHMER	177428	0	0	0	177428	0	0	0	0	0	0	0	177428
THICILLIN	177423	0	0	0	0	177423	0	0	0	0	0	0	177423
METHICILL	177423	0	0	177423	0	0	0	0	0	0	0	0	0
ETHICILLI	177423	0	0	0	177423	0	0	0	0	0	0	0	0
AUTERIZAT	177419	0	0	0	177419	0	0	0	0	0	0	0	0
CAUTERIZA	177419	0	0	177419	0	0	0	0	0	0	0	0	0
SEUDONYMO	177406	0	0	0	177406	0	0	0	0	0	0	0	0
EUDONYMOU	177406	0	0	0	0	177406	0	0	0	0	0	0	0
UDONYMOUS	177406	0	0	0	0	0	177406	0	0	0	0	0	177406
BLEAKNESS	177404	177404	177404	177404	0	0	0	0	0	0	0	0	177404
PENSIONAB	177397	0	0	177397	0	0	0	0	0	0	0	0	0
NSIONABLE	177397	0	0	0	0	177397	0	0	0	0	0	0	177397
ENSIONABL	177397	0	0	0	177397	0	0	0	0	0	0	0	0
CINQUECEN	177346	0	0	177346	0	0	0	0	0	0	0	0	0
NQUECENTO	177346	0	0	0	0	177346	0	0	0	0	0	0	177346
INQUECENT	177346	0	0	0	177346	0	0	0	0	0	0	0	0
ONTANELLE	177330	0	0	0	177330	0	0	0	0	0	0	0	177330
FONTANELL	177330	0	0	177330	0	0	0	0	0	0	0	0	0
NAVARRETE	177329	177329	177329	177329	0	0	0	0	0	0	0	0	177329
NONTARIFF	177302	177302	177302	177302	0	0	0	0	0	0	0	0	177302
REVAMPING	177266	177266	177266	177266	0	0	0	0	0	0	0	0	177266
MMITTEEME	177255	0	0	0	0	177255	0	0	0	0	0	0	0
MITTEEMEN	177255	0	0	0	0	0	177255	0	0	0	0	0	177255
TENTORIUM	177251	177251	177251	177251	0	0	0	0	0	0	0	0	177251
STRIPPERS	177237	177237	177237	177237	0	0	0	0	0	0	0	0	177237
UNBATHING	177227	0	0	0	177227	0	0	0	0	0	0	0	177227
SUNBATHIN	177227	0	0	177227	0	0	0	0	0	0	0	0	0
MAINSTAYS	177225	177225	177225	177225	0	0	0	0	0	0	0	0	177225
DIAPHYSIS	177223	177223	177223	177223	0	0	0	0	0	0	0	0	177223
LECTATION	177212	0	0	0	0	177212	0	0	0	0	0	0	177212
ELECTATIO	177212	0	0	0	177212	0	0	0	0	0	0	0	0
DELECTATI	177212	0	0	177212	0	0	0	0	0	0	0	0	0
IACOMETTI	177177	0	0	0	177177	0	0	0	0	0	0	0	177177
GIACOMETT	177177	0	0	177177	0	0	0	0	0	0	0	0	0
EXORCISMS	177173	177173	177173	177173	0	0	0	0	0	0	0	0	177173
ROTESQUES	177171	0	0	0	177171	0	0	0	0	0	0	0	177171
MPLACABLY	177171	0	0	0	177171	0	0	0	0	0	0	0	177171
DAPTIVELY	177146	0	0	0	177146	0	0	0	0	0	0	0	177146
ADAPTIVEL	177146	0	0	177146	0	0	0	0	0	0	0	0	0
SYMPATRIC	177113	177113	177113	177113	0	0	0	0	0	0	0	0	177113
RIGOLETTO	177112	177112	177112	177112	0	0	0	0	0	0	0	0	177112
BALACLAVA	177091	177091	177091	177091	0	0	0	0	0	0	0	0	177091
STEWATERS	177044	0	0	0	0	177044	0	0	0	0	0	0	177044
ITILESSLY	177043	0	0	0	177043	0	0	0	0	0	0	0	177043
PITILESSL	177043	0	0	177043	0	0	0	0	0	0	0	0	0
STAMINATE	177042	177042	177042	177042	0	0	0	0	0	0	0	0	177042
ISSEMBLED	177035	0	0	0	177035	0	0	0	0	0	0	0	177035
CIPHERTEX	177031	0	0	177031	0	0	0	0	0	0	0	0	0
IPHERTEXT	177031	0	0	0	177031	0	0	0	0	0	0	0	177031
SUBLETHAL	176997	176997	176997	176997	0	0	0	0	0	0	0	0	176997
FRUCTIFIC	176993	0	0	176993	0	0	0	0	0	0	0	0	0
RUCTIFICA	176993	0	0	0	176993	0	0	0	0	0	0	0	0
UCTIFICAT	176993	0	0	0	0	176993	0	0	0	0	0	0	0
CATHARINA	176978	176978	176978	176978	0	0	0	0	0	0	0	0	176978
CARNELIAN	176966	176966	176966	176966	0	0	0	0	0	0	0	0	176966
SCHISTOSE	176960	176960	176960	176960	0	0	0	0	0	0	0	0	176960
EVASIVELY	176925	176925	176925	176925	0	0	0	0	0	0	0	0	176925
LINGFLEET	176910	0	0	0	0	0	0	176910	0	0	0	0	176910
LLINGFLEE	176910	0	0	0	0	0	176910	0	0	0	0	0	0
STILLINGF	176910	0	0	176910	0	0	0	0	0	0	0	0	0
TILLINGFL	176910	0	0	0	176910	0	0	0	0	0	0	0	0
ILLINGFLE	176910	0	0	0	0	176910	0	0	0	0	0	0	0
ETOPROTEI	176876	0	0	0	176876	0	0	0	0	0	0	0	0
FETOPROTE	176876	0	0	176876	0	0	0	0	0	0	0	0	0
TOPROTEIN	176876	0	0	0	0	176876	0	0	0	0	0	0	176876
SCENDANCE	176856	0	0	0	176856	0	0	0	0	0	0	0	176856
SMOOTHEST	176849	176849	176849	176849	0	0	0	0	0	0	0	0	176849
CATALYZIN	176841	0	0	176841	0	0	0	0	0	0	0	0	0
ATALYZING	176841	0	0	0	176841	0	0	0	0	0	0	0	176841
REENFORCE	176834	0	0	176834	0	0	0	0	0	0	0	0	0
EENFORCED	176834	0	0	0	176834	0	0	0	0	0	0	0	176834
SANSOVINO	176825	176825	176825	176825	0	0	0	0	0	0	0	0	176825
ISULFIRAM	176771	0	0	0	176771	0	0	0	0	0	0	0	176771
DISULFIRA	176771	0	0	176771	0	0	0	0	0	0	0	0	0
CARCITIES	176756	0	0	0	176756	0	0	0	0	0	0	0	176756
SCARCITIE	176756	0	0	176756	0	0	0	0	0	0	0	0	0
NSCRIPTUR	176754	0	0	0	176754	0	0	0	0	0	0	0	0
UNSCRIPTU	176754	0	0	176754	0	0	0	0	0	0	0	0	0
FRICANIST	176738	0	0	0	176738	0	0	0	0	0	0	0	176738
RIDGETOWN	176694	0	0	0	176694	0	0	0	0	0	0	0	176694
BRIDGETOW	176694	0	0	176694	0	0	0	0	0	0	0	0	0
MESTEADIN	176684	0	0	0	0	176684	0	0	0	0	0	0	0
OMESTEADI	176684	0	0	0	176684	0	0	0	0	0	0	0	0
